number,score,loss,transmission,cooling_factor,eps6d_in,eps6d_out,n_in,n_out,ok,wall_seconds,p_BLS,p_Grad,p_Grad0,p_delf,p_pitchFactor,p_dtRF,p_wedgeScale
85,4.021796105868222,-4.021796105868222,0.3006993006993007,185.57156827323047,47186.06482235136,254.27421485642617,286,86,1,87.01879453659058,23.998475206664025,18.781990291753882,24.295302002963425,0.05090049787554835,0.6373938410166838,-0.012277776131107122,1.0855096094167045
86,4.021440882163706,-4.021440882163706,0.39436619718309857,141.4457496727318,47715.23047805058,337.3394434859375,284,112,1,94.93425726890564,23.55074417952804,23.81749021581221,23.80966011789234,0.050828654943394724,0.5182129628919868,0.11092261315745859,1.4891156872878912
87,4.2420292080430135,-4.2420292080430135,0.4417808219178082,157.42837705038698,42475.16302874989,269.80626888604183,292,129,1,100.46242833137512,23.08676553798744,20.96830039563373,22.521949494035844,0.04901860015660164,0.5965680741657358,-0.02471706469153826,1.2993581047688199
88,4.27552150120172,-4.27552150120172,0.4230769230769231,169.98713648037815,44888.02181099763,264.0671684953003,286,121,1,98.89497995376587,23.167816925309623,24.323632427750262,25.465336017008713,0.057887590353749734,0.5549210017657547,0.018254824366917485,1.512683431149272
89,3.472861636218399,-3.472861636218399,0.3784722222222222,85.15509442284585,44973.56925203477,528.1371544104475,288,109,1,94.1048731803894,23.218086628152943,26.18395158892096,25.80733447083369,0.04541339282281594,0.5113130819581311,0.32407926651496755,1.223707511311968
90,4.180700705212174,-4.180700705212174,0.3298611111111111,198.30064610644118,30095.031480265043,151.7646667883827,288,95,1,92.4157280921936,23.74146456265784,20.00598351391786,25.91363482998111,0.030273281562583465,0.5047188926146869,0.0502029858851804,1.5062482543470432
91,3.547093928411339,-3.547093928411339,0.5137931034482759,67.56084136415839,15184.262034481955,224.74945142612353,290,149,1,112.71307229995728,21.384212151252214,21.942177052284976,25.727490160440365,0.047481582688887344,0.6526276790684563,-0.24672523207398817,1.547679518391892
92,3.5747838826554297,-3.5747838826554297,0.5,71.37381484503759,16905.07609500113,236.8526347051,288,144,1,109.1773362159729,19.756982072956397,19.109067704505705,18.427473573614172,-0.019208376322218595,1.3856713368260363,-0.24967883524319603,1.484087553122984
93,4.228708289007552,-4.228708289007552,0.2992957746478873,229.30001853078454,60090.021087712645,262.05850951401163,284,85,1,84.49167585372925,23.617551159305865,22.98833369137812,25.113841509322405,0.05243576929502073,0.6596676354714696,0.23815131167025055,1.5376527880239192
94,3.4312262339020387,-3.4312262339020387,0.6376306620209059,48.48344002331112,15178.48246114076,313.06529515733325,287,183,1,124.59452700614929,20.56494523533878,28.227135209374158,14.283159938354459,-0.00905248491511305,0.9576985699854543,-0.2403019189854969,1.5203855151988468
95,3.7451634784842236,-3.7451634784842236,0.4204946996466431,100.63366894316627,45321.115099931776,450.3573761732494,283,119,1,99.04129815101624,22.650697085715603,23.0688590663594,25.48322139018762,0.05482807803346284,0.591653486986343,0.1254226536003693,1.3399309163777324
96,3.7493989736105333,-3.7493989736105333,0.3894736842105263,109.11015328872949,40067.72961936079,367.22274152922097,285,111,1,97.2402753829956,22.44613626625545,22.87239168364545,25.198463507045638,0.05667781031700155,0.5893116774352436,0.20241602893742278,1.2672469835751625
97,3.692224850041141,-3.692224850041141,0.6228373702422145,64.4374307610532,22133.943125191054,343.4951217603339,289,180,1,119.83212757110596,21.49970571103471,27.898009936551876,25.52668346214785,0.01619456462681993,0.626313289618577,0.1948285374488632,1.5179534920854092
98,3.9331742648254218,-3.9331742648254218,0.4421052631578947,115.51282215654511,51125.623508642064,442.5969563738619,285,126,1,105.40298986434937,23.475439468714885,24.726724240787576,25.264564452136227,0.05511529171875547,0.516829617863633,-0.022604406177470247,1.5005882323657413
99,3.7717387299166045,-3.7717387299166045,0.5173611111111112,83.99463301362024,21450.89728111672,255.38414195628815,288,149,1,113.32688999176025,22.907740694390665,24.706204215420048,25.905611286865863,0.04245786325617491,0.5714221832387271,-0.23224058946155124,1.3861326851397173
100,3.5805858058490445,-3.5805858058490445,0.5853658536585366,61.31987663665806,18628.785009842057,303.79684421454715,287,168,1,118.55696558952332,20.378355608891987,24.774471990466118,24.333261134002793,-0.039549827969839794,1.4161795197853202,-0.08063081971336034,1.4789357917569532
101,1.4473260620872122,-1.4473260620872122,0.14864864864864866,36.97539307048044,27715.683832571594,749.5710398464594,296,44,1,65.31905245780945,19.58702277432254,19.56082266569559,14.170101148975784,0.0014570715510156247,0.7111165073663984,0.5417477012175241,1.5194043848480856
